legal_dong_code,sigungu_code,legal_dong,district,jeonse_count,sale_count,matched_group_count,matched_weight,jeonse_ratio_pct,high80_share_pct,high90_share_pct,lease_all_count,lease_nonapt_count,non_apartment_lease_share_pct,trend_group_count,trend_weight,sale_price_change_pct,sale_decline_pct,sale_recent_12m,sale_previous_12m,sale_activity_change_pct,sale_activity_decline_pct,latest_jeonse_ym,latest_sale_ym,단독다가구_jeonse_count,단독다가구_sale_count,아파트_jeonse_count,아파트_sale_count,연립다세대_jeonse_count,연립다세대_sale_count,오피스텔_jeonse_count,오피스텔_sale_count,building_count,residential_building_count,nonapt_building_count,mixed_hint_count,old20_count,old30_count,household_total,parking_total,nonapt_building_share_pct,old20_share_pct,old30_share_pct,mixed_hint_share_pct,households_per_parking,building_source_tier,floor_building_count,mixed_use_building_count,mixed_use_building_share_pct,registered_unit_rows,unit_building_count,individual_house_price_count,individual_house_price_median,individual_house_price_per_sqm,geocoded_house_count,official_2023,official_2024,official_2025,official_total,households_2026q2,official_per_1000_households,guarantee_accident_count,guarantee_accident_amount,guarantee_accident_rate_pct,district_context_score,mixed_use_building_share_pct_score,high80_share_pct_score,sale_activity_decline_pct_score,sale_decline_pct_score,old20_share_pct_score,non_apartment_lease_share_pct_score,nonapt_building_share_pct_score,households_per_parking_score,jeonse_ratio_pct_score,market_risk_score,building_risk_score,risk_score,data_confidence,risk_level,official_dong_evidence_count,official_dong_metric,official_dong_value,official_dong_grade,official_dong_note,major_reasons,score_version,score_scope,score_note,latest_sale_date,latest_jeonse_date
1153010800,11530,오류동,구로구,5322.0,3310.0,29.0,982.0,75.45031844052765,26.985743380855396,25.15274949083503,5322.0,3914.0,73.54378053363398,12.0,172.0,-1.169633061716937,1.169633061716937,539.0,295.0,82.71186440677967,0.0,202607,202607,708.0,87.0,1408.0,1135.0,1985.0,1301.0,1221.0,787.0,2486.0,2099.0,918.0,349.0,1564.0,1197.0,18712.0,10961.0,43.73511195807527,74.51167222486899,57.027155788470694,16.626965221534064,1.7071435088039413,표제부,2484,368,14.814814814814813,20682.0,20682.0,1136.0,296500000.0,1889110.9437442727,1135.0,183,209,135,527,185143,2.8464484209502925,21,4129400000,2.1,86.0,63.811563169164884,79.13279132791328,43.39378238341969,75.64935064935064,69.84126984126983,54.72636815920397,76.19047619047619,80.32786885245902,83.19783197831978,74.22174827497119,72.74800089820977,75.62004918953515,높음,매우 높음,0,,,,,구로구 공식 피해·보증사고 배경지표 상위 | 최근 36개월 추정 전세가율 75.5% | 80% 이상 매칭 비중 27.0%,seoul-dong-v1.0,서울 법정동 시장·건물구조 상대위험,"전세사기 발생확률이 아니며, 공식 동별 피해집계가 없는 지역의 피해 건수를 추정하지 않습니다.",2026-07,2026-07
1129012500,11290,안암동5가,성북구,308.0,58.0,1.0,2.0,89.02660469090091,100.0,0.0,308.0,305.0,99.02597402597402,,,,,6.0,4.0,50.0,0.0,202607,202607,227.0,28.0,3.0,11.0,78.0,19.0,0.0,0.0,691.0,409.0,147.0,149.0,281.0,209.0,2034.0,61933.0,35.94132029339853,68.7041564792176,51.1002444987775,36.43031784841076,0.03284194209871959,표제부,693,203,29.292929292929294,645.0,645.0,319.0,516000000.0,2536592.4264080618,319.0,92,123,56,271,199807,1.3563088380286978,5,1445500000,0.8,48.0,97.21627408993577,98.78048780487805,43.39378238341969,,59.78835978835979,80.59701492537313,62.16931216931217,7.650273224043716,95.1219512195122,88.4035084351808,60.405610616408524,75.3435077152106,낮음,매우 높음,0,,,,,80% 이상 매칭 비중 100.0% | 최근 36개월 추정 전세가율 89.0% | 비아파트 건물 비중 35.9%,seoul-dong-v1.0,서울 법정동 시장·건물구조 상대위험,"전세사기 발생확률이 아니며, 공식 동별 피해집계가 없는 지역의 피해 건수를 추정하지 않습니다.",2026-07,2026-07
1141010100,11410,충정로2가,서대문구,197.0,116.0,7.0,39.0,84.81976556041461,66.66666666666666,66.66666666666666,197.0,155.0,78.68020304568529,2.0,10.0,-3.6684724298895843,3.6684724298895843,15.0,25.0,-40.0,40.0,202607,202606,41.0,3.0,42.0,15.0,31.0,15.0,83.0,83.0,219.0,117.0,19.0,27.0,85.0,73.0,393.0,1324.0,16.23931623931624,72.64957264957265,62.39316239316239,23.076923076923077,0.29682779456193353,표제부,219,34,15.52511415525114,727.0,727.0,57.0,533000000.0,4036908.8811995387,57.0,31,109,60,200,147178,1.3588987484542527,7,1682000000,1.2,62.0,67.45182012847965,92.00542005420054,92.35751295336787,84.74025974025975,66.13756613756614,59.70149253731343,39.41798941798942,19.12568306010929,94.03794037940379,88.53347067541876,48.66080378629963,74.58528335182616,높음,매우 높음,0,,,,,최근 36개월 추정 전세가율 84.8% | 80% 이상 매칭 비중 66.7% | 최근 매매 단가 하락 신호 3.7%,seoul-dong-v1.0,서울 법정동 시장·건물구조 상대위험,"전세사기 발생확률이 아니며, 공식 동별 피해집계가 없는 지역의 피해 건수를 추정하지 않습니다.",2026-06,2026-07
1129013100,11290,보문동2가,성북구,191.0,66.0,4.0,15.0,75.76082035095821,26.666666666666668,0.0,191.0,187.0,97.90575916230367,,,,,12.0,4.0,200.0,0.0,202605,202606,106.0,7.0,4.0,2.0,68.0,49.0,13.0,8.0,288.0,224.0,125.0,44.0,181.0,148.0,903.0,678.0,55.80357142857143,80.80357142857143,66.07142857142857,19.642857142857142,1.331858407079646,표제부,288,61,21.180555555555554,525.0,525.0,164.0,362500000.0,2387213.783722512,164.0,92,123,56,271,199807,1.3563088380286978,5,1445500000,0.8,48.0,87.36616702355461,78.86178861788618,43.39378238341969,,81.74603174603175,78.35820895522389,89.41798941798942,71.58469945355192,84.01084010840108,77.052920390231,84.41464202644741,74.53541274075046,보통,매우 높음,0,,,,,비아파트 건물 비중 55.8% | 최근 36개월 추정 전세가율 75.8% | 20년 이상 주거건물 비중 80.8%,seoul-dong-v1.0,서울 법정동 시장·건물구조 상대위험,"전세사기 발생확률이 아니며, 공식 동별 피해집계가 없는 지역의 피해 건수를 추정하지 않습니다.",2026-06,2026-05
1150010800,11500,공항동,강서구,3451.0,1482.0,15.0,387.0,71.23466181661429,10.594315245478036,0.516795865633075,3451.0,3296.0,95.50854824688496,7.0,89.0,-0.5939186531333722,0.5939186531333722,251.0,126.0,99.20634920634922,0.0,202607,202607,739.0,129.0,155.0,200.0,2407.0,1076.0,150.0,77.0,1972.0,1659.0,910.0,516.0,1297.0,828.0,8411.0,8465.0,54.85232067510548,78.1796262808921,49.90958408679928,31.103074141048825,0.9936207914943886,표제부,1972,458,23.225152129817445,5595.0,5595.0,1253.0,543000000.0,2260948.4322363306,1253.0,614,585,428,1627,274577,5.925478099039614,84,18031270000,2.9,94.0,90.79229122055675,56.36856368563685,43.39378238341969,72.72727272727273,75.66137566137566,73.38308457711443,88.88888888888889,55.46448087431693,75.60975609756098,66.92282096557793,80.94902984615837,74.49095004088635,높음,매우 높음,0,,,,,강서구 공식 피해·보증사고 배경지표 상위 | 비아파트 건물 비중 54.9% | 20년 이상 주거건물 비중 78.2%,seoul-dong-v1.0,서울 법정동 시장·건물구조 상대위험,"전세사기 발생확률이 아니며, 공식 동별 피해집계가 없는 지역의 피해 건수를 추정하지 않습니다.",2026-07,2026-07
1129011600,11290,동선동1가,성북구,227.0,29.0,3.0,7.0,80.45570533769151,42.857142857142854,42.857142857142854,227.0,217.0,95.59471365638767,,,,,2.0,4.0,-50.0,50.0,202606,202603,45.0,4.0,10.0,11.0,88.0,0.0,84.0,14.0,346.0,139.0,18.0,44.0,112.0,107.0,647.0,940.0,12.949640287769784,80.57553956834532,76.97841726618705,31.654676258992804,0.6882978723404255,표제부,346,72,20.809248554913296,1674.0,1674.0,104.0,242500000.0,3242375.4613096924,104.0,92,123,56,271,199807,1.3563088380286978,5,1445500000,0.8,48.0,86.29550321199143,86.72086720867209,94.81865284974094,,80.42328042328042,73.6318407960199,34.92063492063492,36.33879781420765,89.70189701897019,87.53649996980258,56.78399438860351,73.91789857903242,낮음,매우 높음,0,,,,,최근 36개월 추정 전세가율 80.5% | 80% 이상 매칭 비중 42.9% | 20년 이상 주거건물 비중 80.6%,seoul-dong-v1.0,서울 법정동 시장·건물구조 상대위험,"전세사기 발생확률이 아니며, 공식 동별 피해집계가 없는 지역의 피해 건수를 추정하지 않습니다.",2026-03,2026-06
1111016200,11110,효제동,종로구,112.0,106.0,4.0,13.0,105.23794389924242,76.92307692307693,53.84615384615385,112.0,83.0,74.10714285714286,,,,,11.0,8.0,37.5,0.0,202602,202605,3.0,6.0,29.0,59.0,0.0,0.0,80.0,41.0,7.0,1.0,1.0,1.0,0.0,0.0,96.0,88.0,100.0,0.0,0.0,100.0,1.0909090909090908,총괄표제부_보완,223,32,14.349775784753364,687.0,687.0,42.0,301500000.0,2754811.5679161632,42.0,5,14,15,34,72503,0.46894611257465213,3,527000000,1.0,40.0,61.88436830835118,94.03794037940379,43.39378238341969,,13.492063492063492,55.72139303482587,98.80952380952381,61.20218579234973,99.45799457994579,86.12258878665156,64.4540269273481,73.78706000382796,낮음,매우 높음,0,,,,,최근 36개월 추정 전세가율 105.2% | 비아파트 건물 비중 100.0% | 80% 이상 매칭 비중 76.9%,seoul-dong-v1.0,서울 법정동 시장·건물구조 상대위험,"전세사기 발생확률이 아니며, 공식 동별 피해집계가 없는 지역의 피해 건수를 추정하지 않습니다.",2026-05,2026-02
1129010600,11290,동소문동3가,성북구,9.0,1.0,,,,,,9.0,9.0,100.0,,,,,,,,,202602,202301,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,27.0,3.0,7.0,11.0,7.0,65.0,165.0,11.11111111111111,40.74074074074074,25.925925925925924,25.925925925925924,0.3939393939393939,표제부,59,12,20.33898305084746,6.0,6.0,19.0,328000000.0,3281249.9999999995,19.0,92,123,56,271,199807,1.3563088380286978,5,1445500000,0.8,48.0,85.4389721627409,,,,44.97354497354497,91.91542288557214,33.33333333333333,22.404371584699454,,91.91542288557213,45.02516974697267,73.60554616808645,낮음,매우 높음,0,,,,,성북구 공식 피해·보증사고 배경지표 상위 | 20년 이상 주거건물 비중 40.7% | 비아파트 건물 비중 11.1%,seoul-dong-v1.0,서울 법정동 시장·건물구조 상대위험,"전세사기 발생확률이 아니며, 공식 동별 피해집계가 없는 지역의 피해 건수를 추정하지 않습니다.",2023-01,2026-02
1156013000,11560,양평동6가,영등포구,1751.0,613.0,14.0,174.0,76.04430744962721,40.229885057471265,20.689655172413794,1751.0,1520.0,86.80753854940035,5.0,36.0,3.26725566474931,0.0,77.0,98.0,-21.42857142857143,21.42857142857143,202607,202607,27.0,1.0,231.0,91.0,621.0,361.0,872.0,160.0,24.0,21.0,16.0,7.0,0.0,0.0,792.0,977.0,76.19047619047619,0.0,0.0,33.33333333333333,0.8106448311156602,총괄표제부_보완,175,31,17.71428571428571,2444.0,2444.0,36.0,545500000.0,2800631.2687154803,36.0,84,213,201,498,193619,2.572061626183381,30,7456770000,1.8,79.0,75.80299785867237,85.36585365853658,88.3419689119171,34.41558441558442,13.492063492063492,66.4179104477612,96.82539682539682,42.349726775956285,84.28184281842819,75.69252614031092,63.61623319130253,73.16957398201218,낮음,매우 높음,0,,,,,비아파트 건물 비중 76.2% | 80% 이상 매칭 비중 40.2% | 최근 36개월 추정 전세가율 76.0%,seoul-dong-v1.0,서울 법정동 시장·건물구조 상대위험,"전세사기 발생확률이 아니며, 공식 동별 피해집계가 없는 지역의 피해 건수를 추정하지 않습니다.",2026-07,2026-07
1141011600,11410,창천동,서대문구,1704.0,740.0,16.0,168.0,67.01551064228501,19.642857142857142,2.380952380952381,1704.0,1632.0,95.77464788732394,7.0,60.0,-19.78180790622911,19.78180790622911,89.0,145.0,-38.62068965517241,38.62068965517241,202607,202607,866.0,52.0,72.0,64.0,577.0,181.0,189.0,443.0,1486.0,1022.0,417.0,347.0,867.0,691.0,5122.0,6072.0,40.80234833659491,84.83365949119374,67.61252446183953,33.95303326810176,0.8435441370223979,표제부,1488,379,25.47043010752688,4583.0,4583.0,706.0,550000000.0,2675350.5688661495,706.0,31,109,60,200,147178,1.3588987484542527,7,1682000000,1.2,62.0,93.57601713062098,68.56368563685636,91.96891191709845,97.72727272727273,88.62433862433863,74.37810945273633,69.84126984126983,44.26229508196721,64.76964769647697,74.34257353387926,75.44714028101188,72.76732919058053,높음,매우 높음,0,,,,,최근 매매 단가 하락 신호 19.8% | 20년 이상 주거건물 비중 84.8% | 비아파트 건물 비중 40.8%,seoul-dong-v1.0,서울 법정동 시장·건물구조 상대위험,"전세사기 발생확률이 아니며, 공식 동별 피해집계가 없는 지역의 피해 건수를 추정하지 않습니다.",2026-07,2026-07
